"";"num_projeto";"data_apresentacao";"autor";"localizacao_atual";"ementas";"status";"data_ultima_tram";"ultima_acao"
"594";"PLO 311/2019 - Projeto de Lei Ordinária";"22 De Outubro De 2019 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Altera, acresce e revoga dispositivos da Lei nº 4.535, de 17 de julho de 2019.";"Proposição Transformada Em Lei";"16 De Dezembro De 2019";"Proposição Convertida Em Lei Nº 4 701 De 12/12/2019 - Publicada No D O Nº 233 Em 12/12/2019 Fim Do Processo Documentos Acessórios: 4"
"595";"PLO 310/2019 - Projeto de Lei Ordinária";"22 De Outubro De 2019 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Altera o artigo 4° da Lei n° 4.590, de 18 de setembro de 2019.";"Proposição Transformada Em Lei";"11 De Dezembro De 2019";"Proposição Convertida Em Lei Nº 4 689 De 09/12/2019 - Publicada No D O E Nº 230 Em 09/12/2019 Fim Do Processo Documentos Acessórios: 3"
"596";"PLO 309/2019 - Projeto de Lei Ordinária";"22 De Outubro De 2019 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Superávit Financeiro, até o valor de R$ 3.000.989,39, em favor da Unidade Orçamentária Secretaria de Estado da Educação - SEDUC.";"Proposição Transformada Em Lei";"1 De Novembro De 2019";"Proposição Convertida Em Lei Nº 4 626 De 30/10/2019 - Publicada No D O E Nº 203 Em 30/10/2019 Fim Do Processo Documentos Acessórios: 2"
"597";"PLO 308/2019 - Projeto de Lei Ordinária";"22 De Outubro De 2019 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Superávit Financeiro e por Excesso de Arrecadação até o valor de R$ 900.000,00 (novecentos mil reais) em favor da Unidade Orçamentária: Fundo de Reconstituição de Bens Lesados - FRBL.";"Proposição Transformada Em Lei";"1 De Novembro De 2019";"Proposição Convertida Em Lei Nº 4 628 De 30/10/2019 - Publicada No D O E Nº 203 Em 30/10/2019 Fim Do Processo Documentos Acessórios: 2"
"598";"PLO 307/2019 - Projeto de Lei Ordinária";"22 De Outubro De 2019 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Excesso de Arrecadação, até o valor de R$ 2.482.442,11, em favor da Unidade Orçamentária: Fundo Especial do Corpo de Bombeiros Militar - FUNESBOM.";"Proposição Transformada Em Lei";"1 De Novembro De 2019";"Proposição Convertida Em Lei Nº 4 627 De 30/10/2019 - Publicada No D O E Nº 203 Em 30/10/2019 Fim Do Processo Documentos Acessórios: 2"
"599";"PLO 306/2019 - Projeto de Lei Ordinária";"22 De Outubro De 2019 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Superávit Financeiro, até o valor de R$ 21.866.659,91, Crédito Adicional Suplementar por Desvinculação de Receita, até o montante de R$ 29.618.537,00 e Crédito Adicional Suplementar por Anulação, até o valor de R$ 58.000,00, no Orçamento-Programa do Estado de Rondônia para o exercício de 2019.";"Proposição Transformada Em Lei";"1 De Novembro De 2019";"Proposição Convertida Em Lei Nº 4 625 De 30/10/2019 - Publicada No D O E Nº 203 Em 30/10/2019 Fim Do Processo Documentos Acessórios: 2"
"600";"PLO 305/2019 - Projeto de Lei Ordinária";"15 De Outubro De 2019 ";"Adelino Follador";"Arquivo - Dl - Arq-Dl";"Institui o Passaporte Equestre e dá outras providências.";"Proposição Retirada Pelo Autor";"10 De Setembro De 2020";"Proposição Retirada Pelo Autor Por Meio Do Requerimento 1147/2020"
"601";"PLO 304/2019 - Projeto de Lei Ordinária";"15 De Outubro De 2019 ";"Jean Oliveira";"Arquivo - Dl - Arq-Dl";"Insere no Calendário Oficial de Eventos do Estado de Rondônia a Festa do Leite realizada no Distrito de Palmeiras, Município de Nova Mamoré/RO.";"Proposição Transformada Em Lei";"8 De Abril De 2020";"Proposição Convertida Em Lei Nº 4 724 De 06 04 2020 - Publicada No D O Nº 66 Em 07 04 2020 Fim Do Processo Documentos Acessórios: 2"
"602";"PLO 303/2019 - Projeto de Lei Ordinária";"15 De Outubro De 2019 ";"Laerte Gomes";"Arquivo - Dl - Arq-Dl";"Obriga as empresas prestadoras de serviços informarem, previamente, os dados dos funcionários que executarão os serviços demandados nas residências ou sedes dos consumidores.";"Proposição Transformada Em Lei";"9 De Dezembro De 2019";"Proposição Convertida Em Lei Nº 4 666 De 06/12/2019 - Publicada No D O E Nº 229 Em 06/12/2019 Fim Do Processo Documentos Acessórios: 3"
"603";"PLO 302/2019 - Projeto de Lei Ordinária";"15 De Outubro De 2019 ";"Adelino Follador";"Arquivo - Dl - Arq-Dl";"Revoga a Lei Complementar nº 512, de 04/10/1993.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"12 De Dezembro De 2019";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis Documentos Acessórios: 1"
"604";"PLO 301/2019 - Projeto de Lei Ordinária";"15 De Outubro De 2019 ";"Adelino Follador";"Arquivo - Dl - Arq-Dl";"Revoga a Lei Complementar nº 547, de 30/12/1993.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"12 De Dezembro De 2019";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis Documentos Acessórios: 1"
"605";"PLO 300/2019 - Projeto de Lei Ordinária";"15 De Outubro De 2019 ";"Adelino Follador";"Arquivo - Dl - Arq-Dl";"Revoga a Lei Ordinária nº 996, de 27/09/2018.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"12 De Dezembro De 2019";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis Documentos Acessórios: 1"
"606";"PLO 299/2019 - Projeto de Lei Ordinária";"15 De Outubro De 2019 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Desvinculação de Receita, até o valor de R$14.000.000,00, em favor da Unidade Orçamentária do Departamento Estadual de Estradas de Rodagem, Infraestrutura e Serviços Públicos - DER.";"Proposição Transformada Em Lei";"1 De Novembro De 2019";"Proposição Convertida Em Lei Nº 4 623 De 25/10/2019 - Publicada No D O E Nº 201 Em 25/10/2019 Fim Do Processo Documentos Acessórios: 2"
"607";"PLO 298/2019 - Projeto de Lei Ordinária";"9 De Outubro De 2019 ";"Jhony Paixão";"Arquivo - Dl - Arq-Dl";"Obriga as fabricantes de veículos automotores, por intermédio de suas concessionárias ou importadoras, a fornecer carro reserva similar ao do proprietário, nos casos e nos termos que especifica.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"12 De Dezembro De 2019";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis Documentos Acessórios: 1"
"608";"PLO 297/2019 - Projeto de Lei Ordinária";"9 De Outubro De 2019 ";"Jhony Paixão";"Arquivo - Dl - Arq-Dl";"Autoriza o Governo do Estado a implantar o Programa Até o Último Homem nos Batalhões de Polícia Militar, nos Departamentos Gerais da Polícia Civil, nos Grupamentos de Bombeiros Militares, todos pertencentes ao Estado de Rondônia.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"12 De Dezembro De 2019";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis Documentos Acessórios: 1"
"609";"PLO 296/2019 - Projeto de Lei Ordinária";"8 De Outubro De 2019 ";"Adelino Follador";"Arquivo - Dl - Arq-Dl";"Revoga a Lei Complementar nº 166/1996.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"12 De Dezembro De 2019";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis Documentos Acessórios: 1"
"610";"PLO 295/2019 - Projeto de Lei Ordinária";"8 De Outubro De 2019 ";"Adelino Follador";"Arquivo - Dl - Arq-Dl";"Revoga a Lei Complementar nº 167/1996.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"12 De Dezembro De 2019";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis Documentos Acessórios: 1"
"611";"PLO 294/2019 - Projeto de Lei Ordinária";"8 De Outubro De 2019 ";"Adelino Follador";"Arquivo - Dl - Arq-Dl";"Revoga a Lei Complementar nº 29/1989.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"12 De Dezembro De 2019";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis Documentos Acessórios: 1"
"612";"PLO 293/2019 - Projeto de Lei Ordinária";"8 De Outubro De 2019 ";"Adelino Follador";"Arquivo - Dl - Arq-Dl";"Revoga a Lei nº 1059 de 05/04/2002.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"12 De Dezembro De 2019";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis Documentos Acessórios: 1"
"613";"PLO 292/2019 - Projeto de Lei Ordinária";"8 De Outubro De 2019 ";"Adelino Follador";"Arquivo - Dl - Arq-Dl";"Revoga a Lei Complementar nº 547/1993.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"12 De Dezembro De 2019";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis Documentos Acessórios: 1"
"614";"PLO 291/2019 - Projeto de Lei Ordinária";"8 De Outubro De 2019 ";"Adelino Follador";"Arquivo - Dl - Arq-Dl";"Revoga a Lei Complementar nº 75/1989.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"12 De Dezembro De 2019";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis Documentos Acessórios: 1"
"615";"PLO 290/2019 - Projeto de Lei Ordinária";"8 De Outubro De 2019 ";"Adelino Follador";"Arquivo - Dl - Arq-Dl";"Revoga a Lei Complementar nº 512/1993.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"12 De Dezembro De 2019";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis Documentos Acessórios: 1"
"616";"PLO 289/2019 - Projeto de Lei Ordinária";"8 De Outubro De 2019 ";"Adelino Follador";"Arquivo - Dl - Arq-Dl";"Revoga a Lei Complementar nº 223/1999.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"12 De Dezembro De 2019";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis Documentos Acessórios: 1"
"617";"PLO 288/2019 - Projeto de Lei Ordinária";"8 De Outubro De 2019 ";"Adelino Follador";"Arquivo - Dl - Arq-Dl";"Revoga a Lei Complementar nº 198/1997.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"12 De Dezembro De 2019";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis Documentos Acessórios: 1"
"618";"PLO 287/2019 - Projeto de Lei Ordinária";"8 De Outubro De 2019 ";"Adelino Follador";"Arquivo - Dl - Arq-Dl";"Revoga a Lei Complementar nº 169/1996.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"12 De Dezembro De 2019";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis Documentos Acessórios: 1"
"619";"PLO 286/2019 - Projeto de Lei Ordinária";"8 De Outubro De 2019 ";"Adelino Follador";"Arquivo - Dl - Arq-Dl";"Revoga a Lei nº 1221 de 22/07/2003.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"12 De Dezembro De 2019";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis Documentos Acessórios: 1"
"620";"PLO 285/2019 - Projeto de Lei Ordinária";"8 De Outubro De 2019 ";"Laerte Gomes";"Arquivo - Dl - Arq-Dl";"Dispõe sobre procedimentos ambientais simplificados para implantação e operação de empreendimentos e/ou atividades de porte micro com potencial poluidor degradador baixo.";"Veto Sobre A Proposição Mantido";"16 De Março De 2020";"Veto Parcial Mantido Proposição Convertida Em Lei Nº 4 670 De 06/12/2019 - Publicada No D O E Nº 229 Em 06/12/2019 Fim Do Processo"
"621";"PLO 284/2019 - Projeto de Lei Ordinária";"8 De Outubro De 2019 ";"Lebrão";"Arquivo - Dl - Arq-Dl";"Prioriza a instalação de painéis fotovoltaicos de geração de energia elétrica na lâmina d’ água dos reservatórios de centrais hidrelétricas em rios estaduais e dá outras providências no âmbito do Estado de Rondônia.";"Norma Promulgada";"23 De Março De 2020";"Proposição Convertida Por Promulgação Na Lei Nº 4 715, De 19/03/2020 - Publicada No D O Ale Nº 049 De 19/032020 Fim Do Processo"
"622";"PLO 283/2019 - Projeto de Lei Ordinária";"8 De Outubro De 2019 ";"Adailton Fúria";"Arquivo - Dl - Arq-Dl";"Dispõe sobre a UTI HUMANIZADA para a permanência de acompanhantes nas dependências das unidades de terapia intensiva dos hospitais, unidades de pronto atendimento e maternidades públicas e privadas e dá outras providências.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"12 De Dezembro De 2019";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis Documentos Acessórios: 1"
"623";"PLO 282/2019 - Projeto de Lei Ordinária";"8 De Outubro De 2019 ";"Dr Neidson";"Arquivo - Dl - Arq-Dl";"Proíbe, no âmbito do Estado de Rondônia, a troca de medidores e padrões de energia, como de similares instalados pelas concessionárias e prestadoras de serviço essenciais ao fornecimento de energia elétrica, sem a devida comunicação prévia ao consumidor.";"Proposição Transformada Em Lei";"27 De Novembro De 2019";"Proposição Convertida Em Lei Nº 4 659 De 26/11/2019 - Publicada No D O E Nº 221 Em 26/11/2019 Fim Do Processo"
"624";"PLO 281/2019 - Projeto de Lei Ordinária";"8 De Outubro De 2019 ";"Geraldo Da Rondônia";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo conceder às doadoras de leite materno isenção de pagamento de taxa de inscrição em concurso público no âmbito do Estado de Rondônia.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"12 De Dezembro De 2019";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis Documentos Acessórios: 1"
"625";"PLO 280/2019 - Projeto de Lei Ordinária";"8 De Outubro De 2019 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Cria na estrutura da Polícia Civil o Departamento de Estratégia e Inteligência - DEI e dá outras providências";"Proposição Transformada Em Lei";"1 De Novembro De 2019";"Proposição Convertida Em Lei Nº 4 630 De 31/10/2019 - Publicada No D O E Nº 204 Em 31/10/2019 Fim Do Processo Documentos Acessórios: 3"
"626";"PLO 279/2019 - Projeto de Lei Ordinária";"8 De Outubro De 2019 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Cria a Coordenadoria de Operações e Recursos Especiais - CORE, no âmbito da Polícia Civil do Estado de Rondônia, e dá outras providências.";"Proposição Transformada Em Lei";"1 De Novembro De 2019";"Proposição Convertida Em Lei Nº 4 631 De 31/10/2019 - Publicada No D O E Nº 204 Em 31/10/2019 Fim Do Processo Documentos Acessórios: 2"
"627";"PLO 278/2019 - Projeto de Lei Ordinária";"8 De Outubro De 2019 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Anulação, até o valor de R$ 636.400,00, em favor das Unidades Orçamentárias: Fundo Estadual de Assistência Social - FEAS e Fundo Estadual dos Direitos da Mulher - FUNEDM.";"Proposição Transformada Em Lei";"1 De Novembro De 2019";"Proposição Convertida Em Lei Nº 4 622 De 25/10/2019 - Publicada No D O E Nº 201 Em 25/10/2019 Fim Do Processo Documentos Acessórios: 2"
"628";"PLO 277/2019 - Projeto de Lei Ordinária";"8 De Outubro De 2019 ";"Adelino Follador";"Arquivo - Dl - Arq-Dl";"Revoga a Lei Complementar nº 626/2011.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"12 De Dezembro De 2019";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis Documentos Acessórios: 1"
"629";"PLO 276/2019 - Projeto de Lei Ordinária";"1 De Outubro De 2019 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Dá nova redação e altera os dispositivos da Lei n° 4.584, de 18 de setembro de 2019.";"Proposição Transformada Em Lei";"18 De Outubro De 2019";"Proposição Convertida Em Lei Nº 4 609 De 15/10/2019 - Publicada No D O E Nº 193 Em 16/10/2019 Fim Do Processo Documentos Acessórios: 2"
"630";"PLO 275/2019 - Projeto de Lei Ordinária";"1 De Outubro De 2019 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Dispõe sobre a contratação de instrutores, mediadores, técnicos e demais profissionais integrados em caráter eventual às ações do Instituto de Desenvolvimento da Educação Profissional - IDEP, nos termos do artigo 21, inciso III da Lei Complementar no 908, de 06 de dezembro de 2016.";"Proposição Transformada Em Lei";"1 De Novembro De 2019";"Proposição Convertida Em Lei Nº 4 624 De 31/10/2019 - Publicada No D O E Nº 203 Em 31/10/2019 Fim Do Processo Documentos Acessórios: 2"
"631";"PLO 274/2019 - Projeto de Lei Ordinária";"1 De Outubro De 2019 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Adicional Suplementar por Anulação e Crédito Adicional Especial por Anulação, até o valor de R$ 570.000,00, em favor da Unidade Orçamentária: Fundo Estadual de Saúde - FES.";"Proposição Transformada Em Lei";"18 De Outubro De 2019";"Proposição Convertida Em Lei Nº 4 608 De 15/10/2019 - Publicada No D O E Nº 193 Em 16/10/2019 Fim Do Processo Documentos Acessórios: 2"
"632";"PLO 273/2019 - Projeto de Lei Ordinária";"1 De Outubro De 2019 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a abrir Crédito Suplementar por Superávit Financeiro, até o valor de R$ 4.320.962,34, em favor da Unidade Orçamentária: Secretaria de Estado da Justiça - SEJUS.";"Proposição Transformada Em Lei";"31 De Outubro De 2019";"Proposição Convertida Em Lei Nº 4 621 De 25/10/2019 - Publicada No D O E Nº 201 Em 29/10/2019 Fim Do Processo Documentos Acessórios: 2"
"633";"PLO 272/2019 - Projeto de Lei Ordinária";"1 De Outubro De 2019 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a transferir, mediante doação, o imóvel pertencente ao Estado de Rondônia ao Departamento Estadual de Trânsito - DETRAN.";"Proposição Transformada Em Lei";"16 De Dezembro De 2019";"Proposição Convertida Em Lei Nº 4 699 De 12/12/2019 - Publicada No D O Nº 233 Em 12/12/2019 Fim Do Processo Documentos Acessórios: 2"
"634";"PLO 271/2019 - Projeto de Lei Ordinária";"1 De Outubro De 2019 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo a alienar bens considerados inservíveis para o Serviço Público, pertencentes à frota da Agência de Defesa Sanitária Agrosilvopastoril do Estado de Rondônia - IDARON.";"Proposição Transformada Em Lei";"18 De Outubro De 2019";"Proposição Convertida Em Lei Nº 4 612 De 15/10/2019 - Publicada No D O E Nº 193 Em 16/10/2019 Fim Do Processo Documentos Acessórios: 2"
"635";"PLO 270/2019 - Projeto de Lei Ordinária";"1 De Outubro De 2019 ";"Tribunal De Justiça - Presidente";"Arquivo - Dl - Arq-Dl";"Dispõe sobre a revogação da Lei n. 4.574/2019 que trata sobre a recomposição salarial dos servidores públicos ativos e inativos do Poder Judiciário do Estado de Rondônia.";"Proposição Transformada Em Lei Por Promulgação";"7 De Novembro De 2019";"Proposição Convertida Em Lei Nº 4 641 De 31/10/2019 - Publicada No D O Ale Nº 189 Em 04/11/2019 Fim Do Processo Documentos Acessórios: 2"
"636";"PLO 269/2019 - Projeto de Lei Ordinária";"24 De Setembro De 2019 ";"Adelino Follador";"Arquivo - Dl - Arq-Dl";"Institui a Semana do Lixo Zero no Estado de Rondônia;";"Proposição Transformada Em Lei";"8 De Abril De 2020";"Proposição Convertida Em Lei Nº 4 725 De 06 04 2020 - Publicada No D O Nº 66 Em 07 04 2020 Fim Do Processo Documentos Acessórios: 3"
"637";"PLO 268/2019 - Projeto de Lei Ordinária";"24 De Setembro De 2019 ";"Adelino Follador";"Arquivo - Dl - Arq-Dl";"Concede atendimento prioritário às pessoas em tratamento oncológico nos estabelecimentos que especifica e dá outras providências.";"Proposição Transformada Em Lei Por Promulgação";"2 De Junho De 2020";"Proposição Convertida Em Lei Nº 4 783, De 28/05/2020, Publicada No D O Ale Nº 095, De 01/06/2020 - Fim Do Processo"
"638";"PLO 267/2019 - Projeto de Lei Ordinária";"24 De Setembro De 2019 ";"Adailton Fúria";"Arquivo - Dl - Arq-Dl";"Dispõe sobre a proibição de cobrança de taxas pelos serviços de religação dos serviços públicos de distribuição de energia elétrica e de abastecimentos de água e saneamento básico em caso de corte por falta de pagamento e dá outras providências.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"18 De Outubro De 2019";"Para Arquivamento Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis Documentos Acessórios: 2"
"639";"PLO 266/2019 - Projeto de Lei Ordinária";"24 De Setembro De 2019 ";"Adelino Follador";"Arquivo - Dl - Arq-Dl";"Estabelece o aviso prévio para a interrupção dos serviços de água e energia elétrica no âmbito do Estado de Rondônia.";"Proposição Retirada Pelo Autor";"10 De Setembro De 2020";"Proposição Retirada Pelo Autor Por Meio Do Requerimento 1147/2020"
"640";"PLO 265/2019 - Projeto de Lei Ordinária";"24 De Setembro De 2019 ";"Poder Executivo - Executivo";"Gabinete Da Secretaria Legislativa - Sl";"Autoriza o Poder Executivo a realizar contratações de pessoal por prazo determinado para atender às necessidades temporárias de excepcional interesse público, nos termos do inciso IX do artigo 37 da Constituição Federal, e revoga a Lei n° 1.184, de 27 de março de 2003, que ‘Regulamenta a contratação por tempo determinado para atender à necessidade temporária de excepcional interesse público, nos termos do inciso IX do artigo 37 da Constituição Federal.’ e dá outras providências.";"Veto Autuado E Incluso Em Pauta";"29 De Outubro De 2019";"Proposição Com Veto Parcial Nº 007/2019 Documentos Acessórios: 5"
"641";"PLO 264/2019 - Projeto de Lei Ordinária";"17 De Setembro De 2019 ";"Dr Neidson";"Arquivo - Dl - Arq-Dl";"Cria o Dia do Bombeiro Mirim, no âmbito do Estado de Rondônia.";"Proposição Transformada Em Lei";"9 De Dezembro De 2019";"Proposição Convertida Em Lei Nº 4 665 De 06/12/2019 - Publicada No D O E Nº 229 Em 06/12/2019 Fim Do Processo Documentos Acessórios: 3"
"642";"PLO 263/2019 - Projeto de Lei Ordinária";"17 De Setembro De 2019 ";"Adelino Follador";"Arquivo - Dl - Arq-Dl";"Altera dispositivos na Lei nº 622 de 11 de julho de 2011, que “Estabelece normas para consignações em folha de pagamento dos servidores públicos ativos, inativos, pensionistas e empregados públicos da Administração Direta, Autárquica e Fundacional do Poder Executivo do Estado de Rondônia e cria a estrutura da Comissão Especial de Consignações – CECON.";"Proposição Retirada Pelo Autor";"7 De Outubro De 2019";"Retirado Pelo Autor Por Meio Do Requerimento Nº 537/2019 Documentos Acessórios: 2"
"643";"PLO 262/2019 - Projeto de Lei Ordinária";"17 De Setembro De 2019 ";"Aélcio Da Tv";"Arquivo - Dl - Arq-Dl";"Proíbe às concessionárias prestadoras de serviços essenciais de fornecimento de energia elétrica de cobrar tarifa mínima de consumo ou adotar práticas similares no Estado de Rondônia.";"Proposição Transformada Em Lei";"28 De Novembro De 2019";"Proposição Convertida Em Lei Nº 4 661 De 26/11/2019 - Publicada No D O E Nº 221 Em 26/11/2019 Fim Do Processo"
"644";"PLO 261/2019 - Projeto de Lei Ordinária";"17 De Setembro De 2019 ";"Adailton Fúria";"Arquivo - Dl - Arq-Dl";"Estabelece normas para o pagamento parcelado de multas de trânsito no Estado de Rondônia.";"Veto Sobre A Proposição Mantido";"10 De Dezembro De 2019";"Veto Total Mantido Em 03/12/2019 Vai Ao Arquivo Documentos Acessórios: 6"
"645";"PLO 260/2019 - Projeto de Lei Ordinária";"17 De Setembro De 2019 ";"Laerte Gomes";"Arquivo - Dl - Arq-Dl";"Dispõe sobre a instituição dos preceitos e fundamentos dos Cuidados Paliativos no Estado de Rondônia.";"Veto Sobre A Proposição Mantido";"16 De Março De 2020";"Veto Parcial Mantido Proposição Convertida Em Lei Nº 4 669 De 06/12/2019 - Publicada No D O E Nº 229 Em 06/12/2019 Fim Do Processo"
"646";"PLO 259/2019 - Projeto de Lei Ordinária";"17 De Setembro De 2019 ";"Chiquinho Da Emater";"Arquivo - Dl - Arq-Dl";"Dispõe sobre a obrigatoriedade da presença de interprete da Língua Brasileira de Sinais (Libras), nos Centros de Formação de Condutores (CFC’s) do Estado de Rondônia.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"4 De Novembro De 2019";"Ao Arquivo Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis Documentos Acessórios: 2"
"647";"PLO 258/2019 - Projeto de Lei Ordinária";"17 De Setembro De 2019 ";"Adailton Fúria";"Arquivo - Dl - Arq-Dl";"Institui normas e critérios sobre a prática esportiva equeste de forma a garantir o bem-estar dos animais no âmbito do Estado de Rondônia e dá outras providências.";"Proposição Anexada À Outra Análoga Ou Conexa Mais Antiga";"2 De Dezembro De 2019";"Apensado Ao Pl Nº 237/2019 Proposição Convertida Em Lei Nº 4 663 De 28/11/2019 - Publicada No D O E Nº 223 Em 28/11/2019 Fim Do Processo"
"648";"PLO 257/2019 - Projeto de Lei Ordinária";"17 De Setembro De 2019 ";"Lebrão";"Arquivo - Dl - Arq-Dl";"Autoriza o Poder Executivo Estadual a conceder isenção da taxa para emissão da 2ª (segunda via) da Carteira de Identidade e dá outras providências.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"4 De Novembro De 2019";"Ao Arquivo Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis Documentos Acessórios: 2"
"649";"PLO 256/2019 - Projeto de Lei Ordinária";"17 De Setembro De 2019 ";"Lebrão";"Arquivo - Dl - Arq-Dl";"Autoriza o Executivo Estadual para determinar a obrigatoriedade da presença de psicólogos no atendimento aos alunos das escolas públicas estaduais do Estado de Rondônia.";"Parecer Da Ccjr Ou Da Cfo Pelo Arquivamento Da Proposição";"4 De Novembro De 2019";"Ao Arquivo Conforme Artigo 28-A, Inciso I Do Regimento Interno Desta Casa De Leis Documentos Acessórios: 2"
"650";"PLO 255/2019 - Projeto de Lei Ordinária";"17 De Setembro De 2019 ";"Poder Executivo - Executivo";"Arquivo - Dl - Arq-Dl";"Retifica o Anexo I, da Lei no 4.547, de 23 de agosto de 2019, que autorizou o Poder Executivo a abrir Crédito Suplementar, por Superávit Financeiro no Orçamento-Programa do Estado de Rondônia, para o exercício de 2019.";"Proposição Transformada Em Lei";"8 De Outubro De 2019";"Proposição Convertida Em Lei Nº 4 606, De 07 De Outubro De 2019, Publicada No Doe Nº 187, De 07/10/19 - Fim Do Processo Documentos Acessórios: 2"
